Algorithm;Hyperparameter (C);Values
ISDisG/SP; 4.64159e-05; 0.0242199, 0.0247131, 0.024511, 0.0241856, 0.0234811, 0.0242642, 0.024498, 0.0165114, 0.0202433, 0.0213863, 0.0243841, 0.0245289, 0.0219471, 0.0243101, 0.0245167, 0.0245896, 0.0240421, 0.0286293, 0.0244143, 0.0250527, 0.0247214, 0.0242186, 0.0240846, 0.0165268, 0.0345029, 0.0256504, 0.0234621, 0.0253477, 0.0236505, 0.0305835, 0.0247358, 0.0300326, 0.0244708, 0.0193884, 0.0240805, 0.0234228, 0.0239754, 0.0229992, 0.0247217, 0.029974, 0.0165263, 0.0209143, 0.0165279, 0.023478, 0.0246017, 0.0246074, 0.0322897, 0.0234166, 0.0245821, 0.0298351, 0.0235371, 0.0245608, 0.0241426, 0.024463, 0.0229305, 0.0312577, 0.024592, 0.0217568, 0.0244255, 0.0247266, 0.0246212, 0.0247393, 0.0302653, 0.0165172, 0.0242026, 0.0247117, 0.0165284, 0.030449, 0.016527, 0.0246487, 0.0240242, 0.0326909, 0.0240785, 0.0250665, 0.031178, 0.0239834, 0.0191286, 0.0245858, 0.0242793, 0.0200273, 0.0245249, 0.0243005, 0.0245788, 0.0314305, 0.0227538, 0.0165227, 0.023809, 0.02516, 0.0243226, 0.0285227, 0.0165216, 0.0237194, 0.0227127, 0.0243548, 0.0165242, 0.0246317, 0.0164969, 0.0165006, 0.0242507, 0.0251004, 
ISDisG/Dep; 4.64159e-05; 0.0898825, 0.13083, 0.112533, 0.0620468, 0.0799441, 0.158803, 0.089692, 0.0966792, 0.0874035, 0.0891307, 0.0783061, 0.073133, 0.0935558, 0.0812538, 0.161277, 0.169799, 0.11634, 0.119317, 0.111897, 0.133685, 0.166958, 0.0689401, 0.125678, 0.115889, 0.113612, 0.125284, 0.082856, 0.117914, 0.0961775, 0.0818836, 0.127504, 0.113365, 0.113386, 0.157612, 0.0795781, 0.070106, 0.13067, 0.0799509, 0.130717, 0.118187, 0.0872441, 0.065372, 0.100483, 0.083305, 0.145926, 0.0723977, 0.116146, 0.0821225, 0.0858644, 0.0855669, 0.13324, 0.0907879, 0.061366, 0.070106, 0.0911203, 0.123213, 0.129825, 0.119112, 0.14594, 0.209206, 0.0679611, 0.129711, 0.106058, 0.117467, 0.0978087, 0.0993163, 0.107069, 0.1441, 0.131918, 0.122632, 0.141599, 0.0987489, 0.106561, 0.17063, 0.100041, 0.148827, 0.113912, 0.113362, 0.0691625, 0.124673, 0.0602975, 0.14381, 0.123262, 0.126469, 0.16264, 0.143046, 0.167073, 0.102498, 0.154602, 0.143525, 0.138457, 0.0993431, 0.179968, 0.11491, 0.101985, 0.0974706, 0.189963, 0.198196, 0.119465, 0.154478, 
ISDisG/Gre; 4.64159e-05; 0.11634, 0.0752827, 0.123262, 0.125678, 0.169799, 0.0874035, 0.0602975, 0.0961775, 0.082856, 0.113386, 0.0812538, 0.102623, 0.113365, 0.106058, 0.166958, 0.070106, 0.157612, 0.117671, 0.187668, 0.13083, 0.119112, 0.0821225, 0.141599, 0.073133, 0.125284, 0.154602, 0.083305, 0.0966792, 0.100483, 0.103648, 0.130717, 0.118187, 0.089692, 0.0843534, 0.0891307, 0.113362, 0.0655672, 0.070106, 0.134918, 0.0679611, 0.0723977, 0.0872441, 0.0783061, 0.148827, 0.16264, 0.14381, 0.0907879, 0.061366, 0.0795781, 0.143046, 0.0978087, 0.0858644, 0.0911203, 0.0818836, 0.0855669, 0.065372, 0.124673, 0.0898825, 0.0935558, 0.122632, 0.146017, 0.0974706, 0.113612, 0.198196, 0.120063, 0.0987489, 0.126469, 0.161277, 0.102498, 0.13324, 0.107069, 0.117467, 0.13067, 0.117914, 0.0691625, 0.115889, 0.111897, 0.121923, 0.0799509, 0.14594, 0.129711, 0.123213, 0.0799441, 0.0972564, 0.113912, 0.158803, 0.1441, 0.0993163, 0.163891, 0.116146, 0.101985, 0.119317, 0.189963, 0.214235, 0.106561, 0.154478, 0.143525, 0.11491, 0.143521, 0.119465, 
ISDisG/Sqrt; 4.64159e-05; 0.0752827, 0.169799, 0.0874035, 0.148827, 0.0821225, 0.146017, 0.125678, 0.0679611, 0.157612, 0.14594, 0.0602975, 0.163891, 0.117914, 0.106561, 0.089692, 0.0783061, 0.106058, 0.070106, 0.119112, 0.0966792, 0.102623, 0.111897, 0.13324, 0.0935558, 0.166958, 0.0655672, 0.070106, 0.0978087, 0.117467, 0.124673, 0.141599, 0.083305, 0.16264, 0.082856, 0.134918, 0.0795781, 0.13067, 0.061366, 0.100483, 0.161277, 0.117671, 0.121923, 0.0799441, 0.113386, 0.113365, 0.0993163, 0.11634, 0.118187, 0.0961775, 0.113362, 0.073133, 0.0818836, 0.102498, 0.065372, 0.103648, 0.113612, 0.0872441, 0.0907879, 0.0723977, 0.120063, 0.113912, 0.116146, 0.0891307, 0.0799509, 0.0855669, 0.0898825, 0.123262, 0.0972564, 0.0858644, 0.1441, 0.143046, 0.0911203, 0.214235, 0.0691625, 0.130717, 0.0812538, 0.0987489, 0.0843534, 0.122632, 0.158803, 0.123213, 0.107069, 0.11491, 0.129711, 0.115889, 0.13083, 0.14381, 0.126469, 0.187668, 0.119317, 0.143525, 0.0974706, 0.101985, 0.189963, 0.154602, 0.143521, 0.125284, 0.198196, 0.154478, 0.119465, 
ISDisG/UCT; 0.0001; 0.146017, 0.0783061, 0.148827, 0.083305, 0.117914, 0.125678, 0.0689765, 0.102498, 0.163891, 0.123213, 0.0993163, 0.13067, 0.0935558, 0.214235, 0.106561, 0.11634, 0.0912565, 0.082856, 0.116146, 0.0729175, 0.0872441, 0.115316, 0.12202, 0.111897, 0.126178, 0.0723977, 0.0978087, 0.131044, 0.061366, 0.173865, 0.124197, 0.0714143, 0.0891307, 0.113912, 0.123262, 0.0647091, 0.113365, 0.0804924, 0.0587244, 0.0898825, 0.113612, 0.119931, 0.106825, 0.12808, 0.0888893, 0.070868, 0.0966792, 0.117467, 0.119101, 0.0907879, 0.129711, 0.0874514, 0.13324, 0.122632, 0.102623, 0.0961775, 0.118187, 0.187668, 0.0858644, 0.0655672, 0.126469, 0.0855669, 0.1441, 0.0906724, 0.131432, 0.107069, 0.0884055, 0.0791412, 0.124673, 0.0812538, 0.109129, 0.0691625, 0.134918, 0.11473, 0.0818836, 0.0827325, 0.0799509, 0.148616, 0.119494, 0.0812361, 0.073133, 0.117782, 0.1062, 0.0968145, 0.0987489, 0.14644, 0.0679611, 0.115889, 0.141599, 0.13083, 0.113315, 0.169748, 0.121889, 0.127071, 0.143525, 0.154561, 0.198196, 0.189963, 0.119465, 0.154602, 
ISDisG/Tun; 0.0001; 0.125678, 0.163891, 0.157612, 0.0993163, 0.189963, 0.14594, 0.0872441, 0.1441, 0.148827, 0.0602975, 0.0799441, 0.0795781, 0.134918, 0.0911203, 0.13324, 0.061366, 0.113612, 0.121923, 0.113386, 0.0843534, 0.0907879, 0.102623, 0.0972564, 0.0655672, 0.100483, 0.0752827, 0.089692, 0.13067, 0.0821225, 0.0783061, 0.065372, 0.106058, 0.107069, 0.0898825, 0.11634, 0.143521, 0.117467, 0.070106, 0.113912, 0.111897, 0.0812538, 0.0799509, 0.161277, 0.113362, 0.083305, 0.16264, 0.118187, 0.120063, 0.0679611, 0.116146, 0.0723977, 0.0858644, 0.123262, 0.11185, 0.146017, 0.169799, 0.123213, 0.103648, 0.122632, 0.0818836, 0.0691625, 0.214235, 0.130717, 0.0874035, 0.0987489, 0.141599, 0.143046, 0.106561, 0.0935558, 0.102498, 0.0891307, 0.070106, 0.082856, 0.0961775, 0.073133, 0.113365, 0.117914, 0.124673, 0.125284, 0.0966792, 0.117671, 0.0978087, 0.119317, 0.0855669, 0.158803, 0.129711, 0.187668, 0.101985, 0.132637, 0.115889, 0.154602, 0.143525, 0.14381, 0.126469, 0.11491, 0.0974706, 0.13083, 0.154478, 0.198196, 0.119465, 
ISDisG/SP; 0.0001; 0.0236505, 0.0300326, 0.0246487, 0.0165172, 0.024511, 0.0285227, 0.0165284, 0.0243005, 0.0209143, 0.0237194, 0.0165279, 0.016527, 0.0245608, 0.029974, 0.0200273, 0.0240785, 0.023478, 0.0242026, 0.0165114, 0.0202433, 0.0240805, 0.0245289, 0.0229992, 0.02516, 0.0250665, 0.0240421, 0.0247214, 0.0247266, 0.0247358, 0.0256504, 0.0245249, 0.0345029, 0.0217568, 0.0219471, 0.0250527, 0.0243841, 0.0241856, 0.024498, 0.0234621, 0.0244708, 0.0242186, 0.0305835, 0.0242793, 0.0164969, 0.0227127, 0.0193884, 0.0243226, 0.0322897, 0.0246074, 0.0244255, 0.0191286, 0.0240846, 0.0245896, 0.0245788, 0.0247117, 0.0227538, 0.030449, 0.0243101, 0.0247217, 0.0312577, 0.0246317, 0.0241426, 0.0247131, 0.0165006, 0.0302653, 0.0213863, 0.0251004, 0.031178, 0.0239754, 0.0253477, 0.0234228, 0.0239834, 0.0242199, 0.0314305, 0.0165216, 0.0229305, 0.024463, 0.0246017, 0.0298351, 0.0242642, 0.0240242, 0.0165227, 0.024592, 0.023809, 0.0243548, 0.0165263, 0.0286293, 0.0234166, 0.0165242, 0.0234811, 0.0247393, 0.0244143, 0.0245167, 0.0235371, 0.0245858, 0.0242507, 0.0165268, 0.0246212, 0.0245821, 0.0326909, 
ISDisG/Dep; 0.0001; 0.102498, 0.113362, 0.161277, 0.126469, 0.122632, 0.114049, 0.102623, 0.0907879, 0.0799441, 0.0752827, 0.132637, 0.1441, 0.113365, 0.113912, 0.148827, 0.113612, 0.0799509, 0.0886132, 0.123213, 0.0855669, 0.0729175, 0.121923, 0.158803, 0.0935558, 0.154478, 0.141599, 0.0679611, 0.0872441, 0.0888893, 0.124673, 0.0966792, 0.0783061, 0.134918, 0.117914, 0.14381, 0.0655672, 0.0812538, 0.0978087, 0.0843534, 0.113797, 0.111897, 0.189963, 0.146017, 0.157612, 0.082856, 0.13067, 0.070106, 0.061366, 0.11491, 0.214235, 0.0961775, 0.125678, 0.0898825, 0.089692, 0.118187, 0.0821225, 0.0723977, 0.0858644, 0.0911203, 0.103648, 0.0993163, 0.073133, 0.125284, 0.131044, 0.106561, 0.143046, 0.0972564, 0.065372, 0.192465, 0.13324, 0.119317, 0.070868, 0.11634, 0.0891307, 0.13199, 0.169799, 0.116146, 0.115889, 0.0874035, 0.107069, 0.163891, 0.0818836, 0.129711, 0.187668, 0.123262, 0.143525, 0.083305, 0.117671, 0.106058, 0.14594, 0.117467, 0.13083, 0.154602, 0.0691625, 0.0987489, 0.101985, 0.198196, 0.143521, 0.0974706, 0.119465, 
ISDisG/Gre; 0.0001; 0.102623, 0.102498, 0.113912, 0.13324, 0.082856, 0.0888893, 0.122632, 0.0647091, 0.0898825, 0.061366, 0.106825, 0.125678, 0.107069, 0.0872441, 0.0906724, 0.141599, 0.0912565, 0.113315, 0.173865, 0.070868, 0.0679611, 0.117914, 0.0978087, 0.0655672, 0.11634, 0.119101, 0.119931, 0.13067, 0.12808, 0.1062, 0.163891, 0.134918, 0.169748, 0.0818836, 0.0858644, 0.0587244, 0.0907879, 0.0993163, 0.0729175, 0.12202, 0.131432, 0.117782, 0.113365, 0.0804924, 0.126178, 0.146017, 0.0987489, 0.0884055, 0.148827, 0.118187, 0.129711, 0.117467, 0.0812538, 0.0961775, 0.083305, 0.0783061, 0.0855669, 0.14644, 0.113612, 0.106561, 0.123262, 0.073133, 0.0714143, 0.0891307, 0.0812361, 0.0935558, 0.187668, 0.0827325, 0.1441, 0.115889, 0.11473, 0.0691625, 0.116146, 0.0799509, 0.119494, 0.143525, 0.111897, 0.0791412, 0.0723977, 0.0689765, 0.13083, 0.123213, 0.0874514, 0.126469, 0.115316, 0.131044, 0.0968145, 0.124673, 0.0966792, 0.121889, 0.124197, 0.214235, 0.189963, 0.148616, 0.154602, 0.109129, 0.127071, 0.154561, 0.198196, 0.119465, 
ISDisG/Sqrt; 0.0001; 0.0783061, 0.113315, 0.061366, 0.0987489, 0.0689765, 0.073133, 0.0966792, 0.0874514, 0.0655672, 0.126178, 0.113912, 0.148616, 0.119101, 0.102498, 0.0978087, 0.11634, 0.0888893, 0.173865, 0.0912565, 0.0587244, 0.122632, 0.070868, 0.117782, 0.0723977, 0.083305, 0.0791412, 0.113612, 0.0993163, 0.0855669, 0.141599, 0.123213, 0.131432, 0.1062, 0.123262, 0.0872441, 0.117914, 0.082856, 0.115316, 0.124673, 0.125678, 0.106561, 0.0818836, 0.0714143, 0.0647091, 0.118187, 0.12808, 0.107069, 0.111897, 0.11473, 0.146017, 0.0961775, 0.0804924, 0.106825, 0.0691625, 0.134918, 0.116146, 0.0907879, 0.0935558, 0.0884055, 0.102623, 0.119931, 0.126469, 0.131044, 0.148827, 0.13067, 0.0898825, 0.0799509, 0.0891307, 0.0812361, 0.0906724, 0.0679611, 0.129711, 0.113365, 0.115889, 0.0812538, 0.117467, 0.14644, 0.0729175, 0.127071, 0.1441, 0.12202, 0.214235, 0.13324, 0.163891, 0.0827325, 0.187668, 0.0858644, 0.154602, 0.143525, 0.109129, 0.121889, 0.119465, 0.198196, 0.0968145, 0.119494, 0.189963, 0.169748, 0.13083, 0.124197, 0.154561, 
ISDisG/UCT; 0.000215443; 0.100493, 0.117782, 0.116439, 0.0753754, 0.114937, 0.080813, 0.094662, 0.100888, 0.129711, 0.102245, 0.0670243, 0.1062, 0.148596, 0.0935558, 0.0940694, 0.102623, 0.113315, 0.14499, 0.0632437, 0.163891, 0.0818836, 0.118187, 0.0804924, 0.12808, 0.187668, 0.142002, 0.061366, 0.137096, 0.136686, 0.126979, 0.13067, 0.0587244, 0.135485, 0.113612, 0.113365, 0.0714143, 0.079697, 0.173865, 0.135432, 0.148616, 0.0969627, 0.0679611, 0.122632, 0.0874514, 0.118761, 0.111236, 0.13324, 0.130872, 0.082856, 0.136657, 0.0769095, 0.115889, 0.104249, 0.101478, 0.111966, 0.106292, 0.0978087, 0.125678, 0.10569, 0.182425, 0.142548, 0.0834082, 0.0751172, 0.083305, 0.0966792, 0.116146, 0.0871483, 0.0662594, 0.0888893, 0.139137, 0.109129, 0.106561, 0.119494, 0.0898825, 0.0906724, 0.141599, 0.214235, 0.0808136, 0.102725, 0.179348, 0.117221, 0.144035, 0.0928378, 0.131044, 0.0746599, 0.0691625, 0.12202, 0.11473, 0.117558, 0.129774, 0.168227, 0.151459, 0.154602, 0.139292, 0.169748, 0.127071, 0.189963, 0.120623, 0.154561, 0.198196, 
ISDisG/Tun; 0.000215443; 0.102498, 0.0834082, 0.11634, 0.105466, 0.102623, 0.0872441, 0.0723977, 0.0993163, 0.111897, 0.082856, 0.0799509, 0.113365, 0.126178, 0.187668, 0.070868, 0.0978087, 0.0587244, 0.106825, 0.118187, 0.0729175, 0.0689765, 0.140646, 0.163891, 0.061366, 0.0907879, 0.0874514, 0.13324, 0.123262, 0.0935558, 0.131044, 0.0647091, 0.106561, 0.152811, 0.173865, 0.0655672, 0.141599, 0.125678, 0.214235, 0.102557, 0.113912, 0.107069, 0.123213, 0.117914, 0.0818836, 0.116146, 0.083305, 0.0858644, 0.12808, 0.119931, 0.0898825, 0.13067, 0.0855669, 0.0888893, 0.117782, 0.113315, 0.146017, 0.0812361, 0.154602, 0.11473, 0.148616, 0.145545, 0.122632, 0.134918, 0.12202, 0.119494, 0.0691625, 0.1062, 0.0884055, 0.073133, 0.0804924, 0.0906724, 0.13083, 0.116276, 0.0714143, 0.14644, 0.126469, 0.148827, 0.0968145, 0.113612, 0.115316, 0.129711, 0.0679611, 0.0791412, 0.117467, 0.124673, 0.0966792, 0.1441, 0.169748, 0.198121, 0.118236, 0.0812538, 0.109129, 0.189963, 0.121889, 0.124197, 0.150539, 0.127071, 0.154561, 0.119465, 0.198196, 
ISDisG/SP; 0.000215443; 0.0244708, 0.0165279, 0.0165242, 0.0243226, 0.0326909, 0.0314305, 0.0234811, 0.0165006, 0.0237194, 0.0246074, 0.0243101, 0.0234621, 0.0165216, 0.0241426, 0.0245821, 0.0305835, 0.0286293, 0.0246017, 0.0242793, 0.0298351, 0.0240785, 0.0165227, 0.0234228, 0.0246487, 0.024592, 0.0229305, 0.0250665, 0.0200273, 0.0239754, 0.0243548, 0.0247131, 0.0285227, 0.0217568, 0.0246317, 0.0345029, 0.0244255, 0.0251004, 0.030449, 0.0165263, 0.0245858, 0.0227538, 0.0240242, 0.0234166, 0.024511, 0.029974, 0.0191286, 0.0312577, 0.0193884, 0.0245167, 0.0243005, 0.0250527, 0.0242642, 0.0245249, 0.0246212, 0.031178, 0.024463, 0.0302653, 0.0242199, 0.0164969, 0.0242507, 0.0322897, 0.0247214, 0.0240421, 0.0202433, 0.0165284, 0.0247217, 0.0165268, 0.024498, 0.0235371, 0.0253477, 0.0242186, 0.0240846, 0.0245896, 0.0165172, 0.023809, 0.0240805, 0.0227127, 0.0245788, 0.0242026, 0.0247393, 0.0209143, 0.0165114, 0.0300326, 0.0229992, 0.0239834, 0.0247117, 0.0219471, 0.0245608, 0.0236505, 0.023478, 0.016527, 0.0243841, 0.0241856, 0.0244143, 0.0213863, 0.0247266, 0.0245289, 0.0247358, 0.02516, 0.0256504, 
ISDisG/Dep; 0.000215443; 0.0812361, 0.146017, 0.0935558, 0.136657, 0.0655672, 0.109706, 0.113315, 0.117914, 0.0874514, 0.141599, 0.105466, 0.083305, 0.082856, 0.102623, 0.11634, 0.0723977, 0.116146, 0.113365, 0.173865, 0.118187, 0.0966792, 0.0834082, 0.13324, 0.12808, 0.152811, 0.0898825, 0.1062, 0.0872441, 0.0884055, 0.13067, 0.122632, 0.125678, 0.0888893, 0.134918, 0.107525, 0.0689765, 0.079697, 0.0799509, 0.0647091, 0.0698422, 0.123213, 0.153494, 0.12202, 0.0729175, 0.102498, 0.061366, 0.0714143, 0.119931, 0.0968145, 0.0587244, 0.119494, 0.0791412, 0.0907879, 0.0818836, 0.115316, 0.0858644, 0.0978087, 0.0855669, 0.140646, 0.133367, 0.111897, 0.0804924, 0.117782, 0.102557, 0.123262, 0.106825, 0.106561, 0.145545, 0.0812538, 0.14644, 0.0679611, 0.0691625, 0.124673, 0.113612, 0.131044, 0.214235, 0.129711, 0.130036, 0.0906724, 0.11473, 0.148827, 0.12928, 0.148616, 0.113912, 0.126469, 0.187668, 0.163891, 0.109129, 0.13083, 0.101486, 0.169748, 0.133193, 0.150539, 0.127071, 0.124197, 0.189963, 0.154602, 0.154561, 0.198196, 0.119465, 
ISDisG/Gre; 0.000215443; 0.136657, 0.0632437, 0.14499, 0.0662594, 0.13067, 0.10569, 0.101478, 0.0874514, 0.0978087, 0.0670243, 0.100888, 0.142002, 0.082856, 0.0928378, 0.083305, 0.122632, 0.126979, 0.0898825, 0.131044, 0.0746599, 0.0834082, 0.0587244, 0.113365, 0.100493, 0.094662, 0.173865, 0.182425, 0.129774, 0.061366, 0.0940694, 0.0679611, 0.125678, 0.148596, 0.0969627, 0.102623, 0.13324, 0.0906724, 0.116146, 0.137096, 0.187668, 0.079697, 0.135485, 0.117782, 0.102245, 0.0753754, 0.118761, 0.0966792, 0.142548, 0.12808, 0.144035, 0.0888893, 0.119494, 0.113315, 0.0804924, 0.12202, 0.168227, 0.106561, 0.118187, 0.116439, 0.1062, 0.135432, 0.179348, 0.080813, 0.0808136, 0.129711, 0.0871483, 0.0751172, 0.115889, 0.111236, 0.0818836, 0.102725, 0.139137, 0.214235, 0.0691625, 0.117558, 0.117221, 0.113612, 0.148616, 0.106292, 0.11473, 0.111966, 0.141599, 0.0769095, 0.0935558, 0.130872, 0.136686, 0.114937, 0.104249, 0.169748, 0.139292, 0.127071, 0.163891, 0.0714143, 0.151459, 0.109129, 0.189963, 0.154602, 0.154561, 0.198196, 0.120623, 
ISDisG/Sqrt; 0.000215443; 0.137096, 0.101478, 0.113612, 0.13324, 0.0587244, 0.126979, 0.0632437, 0.13067, 0.094662, 0.0874514, 0.0662594, 0.122632, 0.0753754, 0.111236, 0.12808, 0.083305, 0.0679611, 0.116146, 0.136657, 0.179348, 0.0834082, 0.0808136, 0.118187, 0.0966792, 0.125678, 0.117782, 0.102623, 0.0818836, 0.182425, 0.113365, 0.0804924, 0.10569, 0.129774, 0.100493, 0.14499, 0.187668, 0.0969627, 0.061366, 0.082856, 0.080813, 0.0670243, 0.111966, 0.100888, 0.142548, 0.131044, 0.0746599, 0.118761, 0.102245, 0.0898825, 0.106561, 0.0978087, 0.0928378, 0.173865, 0.1062, 0.0888893, 0.139137, 0.102725, 0.12202, 0.079697, 0.168227, 0.0691625, 0.135432, 0.135485, 0.0906724, 0.129711, 0.0751172, 0.148616, 0.144035, 0.117558, 0.142002, 0.141599, 0.148596, 0.0871483, 0.119494, 0.0940694, 0.106292, 0.113315, 0.0935558, 0.0769095, 0.214235, 0.114937, 0.130872, 0.116439, 0.117221, 0.115889, 0.11473, 0.139292, 0.104249, 0.136686, 0.169748, 0.189963, 0.0714143, 0.151459, 0.127071, 0.163891, 0.109129, 0.154602, 0.154561, 0.198196, 0.120623, 
ISDisG/UCT; 0.000464159; 0.0907702, 0.103502, 0.0816367, 0.144062, 0.0902886, 0.105818, 0.0708985, 0.0722963, 0.121591, 0.146729, 0.111302, 0.0812897, 0.124055, 0.0791996, 0.0765181, 0.102623, 0.107154, 0.182425, 0.0700526, 0.143751, 0.0966792, 0.124645, 0.133455, 0.116146, 0.106561, 0.121066, 0.119795, 0.0702818, 0.0935558, 0.062226, 0.0653771, 0.113612, 0.082856, 0.0858644, 0.120918, 0.061366, 0.079697, 0.136767, 0.131044, 0.0670243, 0.123388, 0.103688, 0.11656, 0.095763, 0.126358, 0.102245, 0.110082, 0.156464, 0.111213, 0.113365, 0.133011, 0.127034, 0.0733593, 0.135485, 0.0888893, 0.109981, 0.192459, 0.141599, 0.113024, 0.13324, 0.134615, 0.111336, 0.130761, 0.14283, 0.11473, 0.114978, 0.167508, 0.111236, 0.15642, 0.114937, 0.117782, 0.135432, 0.138369, 0.0961585, 0.103058, 0.0691625, 0.127593, 0.129711, 0.140587, 0.126051, 0.157694, 0.0973273, 0.143977, 0.115889, 0.214235, 0.113315, 0.154396, 0.136686, 0.110223, 0.0714143, 0.15642, 0.0777805, 0.166204, 0.150491, 0.15646, 0.149942, 0.170755, 0.150843, 0.185066, 0.109801, 
ISDisG/Tun; 0.000464159; 0.135432, 0.121591, 0.12808, 0.120908, 0.173865, 0.0804924, 0.113365, 0.0632437, 0.0670243, 0.100493, 0.102245, 0.0834082, 0.1062, 0.0662594, 0.0921056, 0.136657, 0.0874514, 0.0753754, 0.0888893, 0.0969627, 0.13067, 0.182425, 0.080813, 0.0746599, 0.118122, 0.0679611, 0.102623, 0.083305, 0.113315, 0.12202, 0.094662, 0.141599, 0.116146, 0.10569, 0.118761, 0.139137, 0.0587244, 0.061366, 0.121066, 0.129774, 0.131389, 0.101478, 0.106561, 0.0808136, 0.113024, 0.144035, 0.0898825, 0.079697, 0.0934615, 0.13324, 0.082856, 0.131044, 0.0978087, 0.126979, 0.061561, 0.118187, 0.135485, 0.142548, 0.168227, 0.138233, 0.122632, 0.0818836, 0.146263, 0.111236, 0.0935558, 0.113612, 0.11473, 0.0940694, 0.104249, 0.117558, 0.0751172, 0.148596, 0.187668, 0.0769095, 0.0783061, 0.114937, 0.0691625, 0.214235, 0.0830471, 0.0714143, 0.117221, 0.119494, 0.111966, 0.115889, 0.0966792, 0.130872, 0.148616, 0.120623, 0.136686, 0.129711, 0.163891, 0.106292, 0.109129, 0.169748, 0.151459, 0.127071, 0.154602, 0.189963, 0.154561, 0.198196, 
ISDisG/SP; 0.000464159; 0.0298351, 0.0242186, 0.0202433, 0.0245896, 0.0246017, 0.0250527, 0.0247358, 0.0193884, 0.0240846, 0.0165114, 0.0165227, 0.0245289, 0.023478, 0.0241856, 0.0219471, 0.0240421, 0.024498, 0.0253477, 0.0243548, 0.0191286, 0.0165284, 0.0165268, 0.0241426, 0.024463, 0.0240242, 0.0165216, 0.031178, 0.0286293, 0.0234621, 0.0302653, 0.0165279, 0.0234228, 0.0247117, 0.0243841, 0.0209143, 0.029974, 0.02516, 0.0247393, 0.0245788, 0.016527, 0.0243101, 0.0165172, 0.0247217, 0.0326909, 0.0229992, 0.0200273, 0.0240805, 0.0239754, 0.0213863, 0.0244143, 0.0242793, 0.0235371, 0.024592, 0.0285227, 0.0322897, 0.0227538, 0.0239834, 0.0165263, 0.0245858, 0.0165006, 0.024511, 0.0229305, 0.0312577, 0.030449, 0.0245821, 0.0236505, 0.0246317, 0.0247214, 0.0345029, 0.0234166, 0.0227127, 0.0243226, 0.023809, 0.0251004, 0.0250665, 0.0246212, 0.0242507, 0.0246074, 0.0314305, 0.0247266, 0.0242199, 0.0242642, 0.0305835, 0.0244708, 0.0247131, 0.0244255, 0.0245167, 0.0243005, 0.0240785, 0.0164969, 0.0165242, 0.0246487, 0.0256504, 0.0245608, 0.0242026, 0.0245249, 0.0234811, 0.0217568, 0.0300326, 0.0237194, 
ISDisG/Dep; 0.000464159; 0.136657, 0.061366, 0.082856, 0.094662, 0.103999, 0.135432, 0.126358, 0.142548, 0.106561, 0.113365, 0.0898825, 0.061561, 0.121066, 0.163891, 0.10569, 0.083305, 0.148596, 0.0620468, 0.127982, 0.121591, 0.0940694, 0.0662594, 0.13067, 0.0874514, 0.0670243, 0.0870161, 0.0858644, 0.173865, 0.0808136, 0.214235, 0.0746599, 0.131389, 0.1062, 0.0834082, 0.143751, 0.116146, 0.0587244, 0.0691625, 0.118187, 0.0969627, 0.0888893, 0.080813, 0.113024, 0.0818836, 0.15192, 0.138233, 0.079697, 0.117558, 0.102245, 0.120318, 0.13324, 0.102623, 0.118761, 0.0966792, 0.0679611, 0.124645, 0.135485, 0.12808, 0.151286, 0.168227, 0.182425, 0.151459, 0.0741097, 0.0935558, 0.12202, 0.0921056, 0.115316, 0.131044, 0.111236, 0.11473, 0.114937, 0.113612, 0.129711, 0.148616, 0.141599, 0.106292, 0.141722, 0.119494, 0.136686, 0.110658, 0.130872, 0.113315, 0.146263, 0.131626, 0.103058, 0.111966, 0.0978087, 0.109129, 0.115889, 0.187668, 0.128327, 0.0714143, 0.169748, 0.104249, 0.189963, 0.140148, 0.161959, 0.184519, 0.154561, 0.120623, 
ISDisG/Gre; 0.000464159; 0.0765181, 0.0700526, 0.121591, 0.103502, 0.109981, 0.105818, 0.133455, 0.149942, 0.116146, 0.117782, 0.113315, 0.133011, 0.0791996, 0.111236, 0.111213, 0.127593, 0.0973273, 0.11656, 0.0691625, 0.214235, 0.129711, 0.0702818, 0.082856, 0.0858644, 0.0812897, 0.095763, 0.062226, 0.127034, 0.0670243, 0.124645, 0.0653771, 0.143751, 0.061366, 0.113365, 0.136767, 0.121066, 0.0733593, 0.113024, 0.103688, 0.144062, 0.113612, 0.102623, 0.0722963, 0.182425, 0.106561, 0.0902886, 0.102245, 0.0708985, 0.0888893, 0.146729, 0.13324, 0.124055, 0.110082, 0.135485, 0.135432, 0.111336, 0.0816367, 0.0907702, 0.192459, 0.126358, 0.107154, 0.130761, 0.134615, 0.119795, 0.14283, 0.123388, 0.0935558, 0.131044, 0.079697, 0.138369, 0.15642, 0.111302, 0.0966792, 0.141599, 0.126051, 0.114937, 0.167508, 0.120918, 0.156464, 0.140587, 0.15642, 0.114978, 0.0961585, 0.11473, 0.103058, 0.143977, 0.115889, 0.166204, 0.136686, 0.154396, 0.110223, 0.15646, 0.150491, 0.170755, 0.0714143, 0.157694, 0.0777805, 0.185066, 0.150843, 0.109801, 
